review,label
"Ana hada kan ndirou masque men lil l lil kay idir lia wahed l’éclat zwin bzf f la peau diali belheq kan ndirou morra l morratib b chi 15 min lweqt li tcherbou lbachara diali
Ps: 3endi la peau mixte sensible à rougeurs",positive
Ana 3ndi akhti wla9t lia hia w vitamine E wbchrti dohnia katn9i lbachra m3a lwa9t zwina sara7a,positive
Hadi machi crème hydratante hada c’est un baume réparateur kandirouh fach katkoune la peau mltahba,neutral
Wayak,negative
La laa laaa laaaa laaaaaa,negative
Hadi maxi mortib,neutral
Mbghitx nsdmkom wlkin kntbkndirha glia tbib hdik dyl lguzima sdmni,neutral
Ila andak peau grasse ghaydir lik hbob,negative
Ghda tkhrj lik lhbob,negative
"Yalah kent end demato, qatli comme quoi hadi kadir lhbob yla dertiha chaque jour",negative
Laaaaaaaaaa mns7kch hada kaysla7 lbchra ljafa omachi ltartib howa gha ky9wi l7ajiz dlbcha ila kan mahlok,negative
Lwa7iid li fach kandirou wejhi kayt9lab blhboub manhar 9te3to ou lhbob hbso hada maysla7ch lbchra dohniya myidem bzzaf,negative
Hada mashi morateb 3awdi moraia hada mashi morateb,neutral
Dretli lhboub zwina l bchra jafa,negative
البنات واش كاين بحال هاد المرمم ولكن شي ماركة مختالفة بحال فيشي ؟؟؟؟؟؟؟,neutral
A7san ma drt kwajhi ra7ma pli drto wjhi chad m3aya trii9,positive
بغيتي مرطب ديري Effaclar Mat أما هذا راه ماشي ديال الاستعمال اليومي,neutral
هذا ماشي مرطب راه مرمم,neutral
El Hasnaoui HaJagh ana bchrti mokhtalita wach yslahli fya chi tâche w wla kit9chr,neutral
لا هذا راه مكيصفيش البشرة من البقع و تقيل على البشرة كيدار غير في بلايص لي متضررين و لا فيهم تهييج,neutral
صراحة غير دفشة عطاوو كثر من قيمتو انا شخصياا جاني لاعلاقة و اصلا ماشي كريم ايدغاطون,negative
ila kan wejhek wekl de9 o kathsi bih nachf wakha bachrtk dohniya khoudih reh zwin ana reh 3endi obachrti dohniyaa okayheyd chwiya dyel les taches ms jdeeed walakin khasou lwe9t bzff,positive
واش يصلاح للبشرة الدهنية,neutral
لا علاقة,negative
راه مقطوع قلبت عليه حتى شحفت,neutral
مايصلاحش للبشرة الدهنية,negative
مرمم تبعتو شهرين مالقيت تاشي فرق,negative
يهبلون ماشاء الله,positive
Noir ou lbida ou lhamra,neutral
سلام اختي الله يحفظك في عندك المحال الله يعطيك الصحه بغيت وحدا ،👍👍👍👍👍👍👍❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
Halto o yamo o ghali,negative
Ana ma3raftch had la marque elach hassa b rasha a ce point hhh ya pas de rapport qualité prix,negative
عااادي جدا كاع ميستاهل داك الثمن ديالو فيلوغكا غاكتخور الناس,negative
اويلي مكيعمل والو هاهاااااخهههه,negative
كاملة لي زوين عندهم هو الواقي الشمسي اما كولشي غي ماركوتينغ,negative
Filorga rah machi chihaaaaaaja. ! Ghalia ou efficacité dyalha chwia osafi,negative
Hadak chi li ratkhssrih floussha darbi bih jouj Ibari botox o hani so9,neutral
Mashi shi haja 3aaadi mabanli hta far9 f wjhi,negative
عادي صراحه,negative
Mazwinch,negative
Had filorga ghalya ela walou,negative
لا علاقة غير كترت الإشهار وصافي,negative
",عادي جدا غير الشنعا على الخاوي",negative
La Gamme khaaatiiiraaa Bzaf Ms GhaaLYa Bzaaaaf,neutral
Zwin walakin machi ldik daraja dyal hadchi li kay9olo o zid 3liha ghaali,negative
ماااشي شي حاااجة,negative
كدوب متيدير والو,negative
ماشي لهاد درجة,negative
مهم واخا كاع يكون زوين غي تقطعيه يرجع وجهك كيف كان اذن مضيع الفلوس,negative
عادي جدا غالي نبعتو 3شهور مابالي حتى فرق castalia vit c zwin,negative
Mazwinch makidir walo,negative
شاحلكا تزيدو. فيه كان عندي مجموعة كلها والو عادي غي كا يرطب,negative
Khayba 7altha katb9a t9echer flwjeh o katban la peau mgabssa khdutha kandirha ghu lyediya,negative
Ahsen ahsen ahsen ahsen baume a lèvres hua rogé cavaillès,positive
هدا واعر وجربيه ودعيلي مع زوجي ربي يشافيه ويخليهلي,positive
هادو زوينين،البيض دايراه جيل دوش،أو الغوز كنعمر بيه قريعة دايراه صابون لليدين,positive
rose la 3ala9a,negative
kanst3mlo savon pour les mains jani zwin kayrghwi o kay5li ri7a zwina,positive
khdito comme gel douche ma3jabnich,negative
عيان,negative
Tooop,positive
زوين بزاف داك الغوز معرفتش علاش مبقاوش يجيبهم,positive
3yaaan,negative
اختي انا عندي من شحال هدي زوينة,positive
اختي واش مزيانة,neutral
معرفتيش اشمن ماركة اختي,neutral
Gaaaa3 kantsenawh fih bi farigh sabr,positive
... Garnier nchefli wejhi bezaf,negative
صراحة عبد الله فركوس احسن ممثل والافلام المغربية كلها زوينة أخوكم من الجزائر,positive
الموت ديال الضحك,positive
صراحة فيلم روعة وثنائي في القمّة .,positive
غزااال  هاد الفيلم . كيحمقني. التقاليد ديالنا المغربية الاصيلة .,positive
فن صراحة رابع مرة كنعاودو ههههههههههه واعر,positive
فلم أكثر من رائع الاسره المغربيه الاصليه,positive
"أحسن مقطع هو ديال 
سي عتمان لبغل 
ولله العظيم إلى مت بضحك 😂😂😂",positive
فليم ولا روعة قتلني بضحك😂💗🌰🤙✅,positive
من صغري وانا كانحماق على هاد الفيلم,positive
فيلم هايل يضحك واقعي نحي على الخاطر,positive
الله يرحم لالة فاطمة بنمزيان، وابنها أنور الجندي، والهرم الكبير عبد الجبار الوزير,neutral
خونا مسجل لينا فيلم ومكونكطي ليااا فلميسنجر 😂,neutral
فليم زوين 🥰🥀💯,positive
هاد المسلسل ديال ولد مو فيه فنانة توفاو فنانة كبار الله يرحمهم,neutral
فركوس أسطورة هههههه,positive
ديما دراما كتحط افلام مغربية واعرة,positive
فيلم مغربي جميل,positive
تبارك لله عليك ماشاء لله 😂😂😂👏👏👏,positive
الله يرحمسي عبد الجبار الوزير ولالا  فاطيمة 🌹🥀🌹🥀,neutral
Film wa3r bzf,positive
film wa3rrr,positive
البساطة ❤️❤️,positive
😂😂😂😂😂👏👏الله,positive
طيروني من قل ليه معقول في لحبس هههه😂😂🤭,positive
اللهم صلي على سيدنا محمد وعلى أله وأصحابه أجمعين,neutral
ديمان افلام القديمة توب,positive
و لكن علاش كايتسمع المسنجر ماكاين غير كتب كتب، فيلم زوين و لكن لي سجلو قمّة في الرداءة,neutral
روعة 🔥❤,positive
اجمل اغنية واعرة,positive
واعرة اخويا الله يعطيك الصحه👌🎵🎵 👌👌,positive
"ماكايناش التتمة ديال هاد الأغنية
كلشي على العود فالدقيقة الأخيرة ❤",positive
موسيقى جميلة,positive
Kayna akhoya amin 💚💚💚🔥,positive
bravo khouya tstahel 1M ABONNER,positive
Top m3lm dialna errachidia l3aaaazz,positive
ناااااااضي نيت اعطي الموت موتة😬😬💥,positive
واعر NADI,positive
ser ser 3lah 😂❤❤❤,positive
أحسن فيلم مغربي شفته و ما شاء الله على ناس المغرب نبغيكم بزاف,positive
صراحة احسن فلم بكاني بزاف يمكن انا اخر وحدة اتفرج فيه ههه 12/2/2020 الي جا مورايا يخلي جيم راحنا قلال,positive
احسن فيلم نحس احساس غريب مين تتفرجوا كل واحد فينا عندو حب مدفون ف قلبوا الحب يل يديك لسعادة يا للهلاك أغلبنا دانا للهلاك 😭😭😭😭💔🇩🇿 برافو السينما المغربية على هاد الفيلم الراىع,positive
أحسن فيلم مغربي شفته و ما شاء الله على ناس المغرب نبغيكم بزاف 🇩🇿🇩🇿🇩🇿,positive
الفيلم هذا تفرجتوا كي كنت صغيرة و ديما يبكيني كأنها اول مرة نشوفوا 🥺💔 القصة هاذي تأثر فيا,positive
تعرفت على هالاغنية الجميلة بالصدفة بالتلفاز ، على القناة المغربية ، كانت اغنية لمسلسل اظن ..,positive
الصراحة فيلم زوين ..فكاهى بالدرجة الاولى وكاملين كانو روعة..ناقص شوية التقنيات وربط الاحداث بشكل احسن ولكن جيد جدا انا والله ضحكت من قلبى ..شكرا ليكم بزاف مسيرة موفقة,positive
ههههههههه زوين,positive
تبركله عليكم كاملين فلم واعر ونيهاية اكتر بون كوراج,positive
الفيلم زوين بزاف 🥰🥰,positive
كان طالع ليا الدم قلت نتفرج في فيلم ننسي بيه ، الساعة زدت مرضت و تعصبت و ضيعت الوقت ملي شفت هاد الفيلم,negative
Film wa3r,positive
فلم واعر بزاف كنصحكم تفرجوه❤️,positive
Zwiiuuin Olah sr3tooh ❤️❤️❤️❤️❤️,positive
اول فيلم مغربي عندو نهاية واخا السيناريو ضعيف,negative
😅😅😅😅😅😅نكون غا كنحلم هههه,negative
منصح حتى وحد يضيع عليه الوقت والله مصالح,negative
فيلم باااااااااسل,negative
بقات فيا  غير كونكسيو أما أنا معندي ميدار 🤣🤣🤣🤣,negative
3jbni lfilm ana,positive
فيلم بااااااسل معدو حتى مساج شكون مخرج,negative
ناقص ملحة 😹😹,negative
Film 7amd broujoula,negative
film zwiine,positive
فيلم حقييييييير,negative
الله يستر على فيلمات آخر الزمان تخربيقة صافي,negative
بصراحة الفيلم مافيه تاشي عبرة,negative
فيلم للاطفال الصغار حشومة تقول فيلم باقي خاصهم بزاف كلشي كاينقز,negative
فلم حااامض 🫣,negative
اودي على فيلم كيداير غي زاد فقصني و صافي لا ببداية لا نهايه  فين يامك أخاي سعيد ناصري,negative
الممثل خاصو يتجرد من شخصيتو الحقيقية هدشي مابانش ليا زوبير مثل بشخصيتو ديال ديما فيلم دون مستوى,negative
فيلم لا علاقة تضياع الوقت مفهمتش هادو اللي تيقولو زوين واش من نيتهم صدموني,negative
زوين هد لفلم ولكن بش خيبه بي لغليض,neutral
فيلم مبرهش ديال بصح,negative
ميمتي على نيفو فيلم غنتدمو عليه الخوت مستوىطايح,negative
لمخرج تاع هاد فلم فكرني عفدوك افلام هندية قديمة بيدون جودة واكثر حاجة مونطاج والو,negative
الفكرة زوينة و لكن مجاتش مع المغاربة أبدااا🤦🏻‍♀️,negative
فيلم ديال كِوالو صراحة تقول سيناريو وتمثيل جاي من الموزنبيق,negative
افلام ديال قيلني عليك هههههه,negative
"المخرج اللي مخرج الفيلم تافه وعزيزة عليه الحموضة 
من ديك خيتي اللي مجبدة ف المسبح.... وخاسرين عليها لبسة ديال حورية البحر.... وكيفاش تاتكلم .... إبان ليكم المخرج حامض مدور بيه الحامضي",negative
film basl mn lhsn blama dy3o fih w9tkom,negative
التصوير ناقص بزاااف و حتى السيناريو أما القصة مابايناش گاع غير غضيعو وقتكم 😏,negative
من نيتكم دابا هذا فيلم 🤬🤬🤬🤬🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,negative
فيه ممثلين واعرين ولكن اخراج زيرو,negative
من اروع ما قدم استاذنا الكبير حسن الفذ عملاق الكوميديا المغربية و غ بالفن و بذكاء ماشاء الله عليك كل الحب و التقدير 😇😇😇😇❤❤❤❤❤❤❤,positive
يبقى دااااائما  حسن الفد  أحسن كوميدي  في المغرب العربي 🇲🇦❤❤❤❤,positive
وخا نتفرج فيه 100 مرة مكنميلش من سلسلات كبور قتلني بالضحك تحياتي من رباط سي كبور هههههه 😅😅😅,positive
وا لموت ديال ضحك 😂,positive
أفضل سلسلة على الإطلاق😂😂😂😂😂😂😂,positive
هاد السلسلة خاصني ضروري نشوفها كلا نهار❤❤,positive
سلسلة جائت في وقتها لتنسينا مرارة الخسارة في أول مباراة,positive
علااااامة و الله العظيم الا مت بالضحك و احسن من الشعيبة بزااااف مستوى طوب.,positive
قبل مانعس ضروري نتفرج فهاد السلسلة مكانملش منها ، وااعر وااعر هاد كبور ههههه المووت د الضحك,positive
برنامج واعر وناجح كيقيس نبض الفنان الحقيقي الفنان الصبور والخلوق ومن خلالو اكتاشفنا شحال من فنان لايليق بالفن,positive
برنامج مراد العشابي في رمضان أحسن برنامج رمضاني,positive
هداك البرنامج كرهتو فيه كنطبق مقولة <<يستفزونك حتى يخرجو اسوئ ما فيك ثم يقولون هادا انت >>,negative
برنامج مراد العشابي كيعجبني بزاااف ماشي كينقص من الفنان ولكن كيعبر ليه الضغط ديالو,positive
هو صراحة المحتوى عمرو ضحكني اسالة جدااا مستفزة للفنانين و فيها بزاف ديال القلة الادب,negative
بالعكس برنامج زوين كتشوفو كاميرا خفية ديال بصح انا من الناس لي عجبني البرنامج,positive
صوتك خايب خايب بزاف ؤ طريقة الكلام غير لائقة,negative
Toooooooooop adondo madani ❤️😇,positive
حلقة ناضية الموت ديال الضحك,positive
هههههه كنبغيكم بزاف بصراحة ضحكتوني والله,positive
بالتوفيق سلسلة خرافية.,positive
احسن مسلسل عجبني برمضنات كاملين,positive
أحسن سلسلة,positive
احسن فيلم,positive
اروع مسلسل شفت في حياتي,positive
ضحكتوني 😂😂😂,positive
عجبني المسلسل,positive
أحسن لقطات في حياتي,positive
كنعودها شحال من مره ومكنملش منها,positive
بغينا جزء الثالث هاد رمضان,positive
قمت اروعه ربي يحفظك اسرى مستقبل باهر في تمثيل,positive
أحسن فلم تفرجت فيه في رمدان,positive
يعطيكم صحة,positive
واعرين واعرين عجبني بزاف,positive
اداء ول اروع و اجمل,positive
Bghit gher ne3ref had lewliyad sghewer finahowa 😂😂,positive
فوجتي عليناهههههههههه,positive
زوين  بزاف,positive
برافو عليكم,positive
كضحكونا كنتمنى تزيدو شي برنامج اخر كيعجبوني بحل هذه البرامج بنت صغير ومطورا,positive
مشروع زوين كنتمنى تعميمه فباقي المدن,positive
مشروع ذوقيمة رائعة,positive
علاش ميديروش بحال هاد المشروع فمدينة أكادير، لي ناس مضررين إلى غيشريو شي شقة كينزلو عليهم بأثمنة غالية بزااف,positive
وشكون بالسلامة والعافية اللي عنده القدرة يدفع 2000درهم لليلة مدة شهر …نصيحة سيدتي اختيارات الفيديو تكون على حسب الزبون المطلوب وهذا الفندق اظن هو فقط مهم للطبقة المترفة بالمغرب والتي لن تحتاج لفيديو على اليوتيوب…حاولي ان تجدي للطبقة المتوسطة اماكن باسعار معقولة ومتوسطة هنا تصبح قناتك لديها اهمية ومعنى,negative
هذه هي الفنادق  الفخمة  والعالية  ،  لا توجد الا في المملكة المغربية  الشريفة العظمى,positive
فندق جميل جدا رائع شكرا لكي,positive
فندق رااائع,positive
فندق جميل جدا,positive
ياريت اتربطينا امع وكالات الاسفار  اللي عندها علاقة امع هاذ الفندق الجميل نمشيو ليه انشوفوه باقل تكلفة عبر أسفار جماعية 🖐🖐🖐🖐🖐🖐🖐و شكرا,positive
امضيت فيه اسبوعا العام الماضي فندق روعة ولكن التمن غالي بزاف بزاف بزاف,positive
الفنادق في المغرب غاليين بزاف على الناس دوي الدخل المحدود والمتوسط ...غرفة لشخصين بأكثر من 2000 درهم لليلة,negative
اثمنة مبالغ فيها دخلت فنادق اكتر روعة وفخامة بأقل سعر,negative
ياسلاممممممم روعة ماشاء!!!!!  هو وفندق لوفرمون بالقرب منه روعة ولا في الاحلام!!  ياسلام مشيت لهم  بجوج اروع ما شفت عيني وتبارك على المسيرين ياسلاممممممم راءعين!!!!!!! اللهم لاتحرم شي وحد من قضاء فيه ولو يوم واحد!!!!!,positive
Tbarkllah Dakchi zwin,positive
يبقى فندق المامونية ارقى فندق في العالم و هذا بشهاذة سياح العالم اينما كانوا .و تحية لمراكش الحمراء و اهلها .بلد البهجة .العروسة شكون لي كيشكرها ؟ حينت انا اصلي مراكشي.بذون مزادة من بكري و انا اسمع بفدق المامونية و يستحق كل التبجيل و هو شرف لنا كل المغاربة,positive
"واش ممكن تاخدي بعين الاعتبار الأزمة المدوية لي كنمرو بها؟
هادا ان دل على شيء فإنما يدل على ان هادا النوع من الفنادق معمول للطبقة  الراقية اي الثرية اما الطبقة المتوسطة فإنها غااارقة في الديون والغلاء ديال المعيشة.
ديري البانضة ديالك وكولي وشربي مع راسك طول النهار والليل بالصحة والراحة.....
والا كان غير بحال هاد الاشهارات لي كيستهدفو الطبقة الثرية بلاش منهم ولك مني ازكى وأجمل التحايا.....كلي واشربي هنيئا ل",negative
مركب سياحي جميل لكن الاثمنة مرتفعة جدا,negative
سلام ختي بالنسبة لي مابغاش يشد غرفة. ممكن غير يجي يشرب شي حاجة ويعوم فمسبح؟؟ وشحال الثمن ديال مسبح بوحدو؟؟,neutral
غزال  أ وروععععععة,positive
راقي,positive
Stp li bgha ghir it9hwa fiha les prix bchhl kaybdaw j’espère tjawbini,neutral
Top merci,positive
واش بيرا فابور 🤣🤣🤣🤣 وياه زوين تم غ هو غالي شوي هدا مكان ✌🏻✌🏻❤️,negative
اثمنة خيالية مقارنة بتركيا,negative
لا كان غير بش ترتاحي من الوقوف من الكوزينة تخلصي 2000درهم ،من احسن شدي زوج خدمات العام كلو بثمن شهر في فندق وها انتي مرتاحة,negative
Zin Ana sakna fe espania ou bghit chi apartamento hotel zwina hda lbhar ila 3arfti chi haja siftiha lya,positive
كثرات الفساد لي كين ف هاد الفندق  اما شي حجة اخرى مكينة فيه,positive
غدا غادي نمشي ليه ندوز واحد شهر فيه أنا ولادي عجبني بزاف  ههه عضاحكة مالي طايحة على راسي والله يكون عندي الزايد حتى نمشي الأقرب مستشفى نصدقهم ومنمشيش نهضرهم هكاك حرام  اصلا نمشي لبحر راه غير فابور وناهد طحين في احسن مطعم ويطلع ليك انهار بأقل تكلفة,negative
خفنا ليصورونا الثقة مكايناش نعس فالمحطة ومنعس فالفندق,negative
الفندق خدام فيه راجلي شاف كويزين,neutral
Top hind thanks,positive
"ما أجملك يا زطني لكن جيبي وجيوب شعبك تزقزق 
و2500 dh أختي را عشرين مليون مغريبي كيتخلصها فالشهر . كنتي ديري الفيديو خاص لأصحاب اللعاقة و الله ازيدهم  او لي واكلين رزق وعرق عباد الله",negative
Rui غير تلات نجوم,negative
"فندق عادي جدا
ميشليفن بإفران ارخص من أفضل منه .ومحترم جدا
الأدارسة مراكش",negative
احسن اوطيل هو المامونية وروايال منصور وكيتواجدو بمراكش وهذا تصنيف من طرف المختصين عالميا,positive
هذا هو الفندق الذي يزدهر و يكثف نشاطه في الصيف، عندما تتوافد عليه المغربيات و يرتمين في احضان الاجانب، للمساهمة في ميزانية الدولة، أسعار مغرية و تخفيضات من المغربيات.,negative
عندك الحق انا سافرت بزاف وكنرتاح غير بحال هاد المنتجعات وكنمشي بزاف لمارمرا فمراكش ملي كنرجع كيجيني اكتئاب,positive
خايبة خديتها 5شهور وخصرات لية,negative
شكون ليمجربها واش زوينة وكاتخرج لحوايج,neutral
mafihach  sistim dyal tnchf lhwayj mzyan hit mli katsali kankhrj mnha lhwayj ba9i t9alin blma,positive
HTA ana 3andi had lmochkil fiha khososan fach katkon katnchef katderdk bzaf wkatkhrj mn blastha khasena nchdoha,negative
السلام عليكم حتى أنا عندي نفس المشكل,negative
Nafs lmochkila 3ndi kadir sda3,negative
Ah akhti kadir Sfar fnchif,negative
حتا انا الماكينة دالماعن فيها الصداع والله معرفت ماندري ليها,negative
من احسن متاخديهش كان عندي وخسر مكمل حتى العام,negative
عندي هاد لفران و مكايبغيش يخدم ليا لقوق و لتحت فدقة وحدة خاصني نخدم غي حاجة وحدة. شي اقتراح,negative
Khti wach zwin hta ana brit nakhdo,neutral
انا عندي و مكنستعملوش بزاف اولا الريووس ديالو ماواصلينش لقاع ديك الباسينة بمعنى انه خاصك تشديوه فيديك و ثازيا كتخدمي بيه شوية كيسخن و كيعطي الريحة بحالا غادي اتحرق.,negative
من الاحسن خودي غيى لاخور حيت ضروري هدا كتشديه بيديك عاد كضربي حيت الريوس ديالو مكيوصلوش لكريم حيت عندي اختي ونصحتك,negative
Mzwn ana 3jbni,positive
زوين لحد الساعة,positive
Mery Meryama لا بالعكس واصل بزاف ومكيسخنش يله جبنة واقيلا تبدل,positive
هادا ما صالحش للطياب هادا هير ايلا خوات اابوطة علي غفلة الواحد يديباني بيه وصافي,negative
شريتو لبارح كيطلق ريحة خانزة,negative
انا عندي كنستعملوا يوميا غير ماتقليش عليه,positive
داغي تيخسر خديتو متنخدموش بزاف من بعد 5 أشهر خسر,negative
لا ما كيسخنش ودغيا كيخسر,negative
تقيل,negative
tana 3andi ms ri jiha whda,neutral
تقيل بزاف ومكيصلاحش للطنجرات العادية نصحك بلا متخديه,negative
كان عندي مزوينينش ماشي عملي كنت طلباتو عندي واحد الجارة وقالت لي راجلها وتخوا ليه اتاي كيشحر فيه ومبقاتش باغي يشعل,negative
اه شريتو من بيم وطيبت بيه تينفع والله,positive
أنا شريتو لبارح طيب بيه الحريرا دغيا طابت زوين,positive
كنت خديتو من بيم نيت انا معجبنيش ثقييييل بزااف مكيسخن لي الحاجة حت افقصني الا بيت نرد عليه طاجين خاصني نديرو فالبوطة حت ابدا اطيب زعم إغلى حيت الا درتيه مباشرة فهدا والله لا كلتيه المهم الا غي هدا ديال جوج والي فبيم بالضبط بلاش بلاش,negative
لا والو خديتو وغنرجعو ليهم,negative
"كايطيب مزيان و كولشي
غير خصو الاستعمال مرة مرة حيت دغيا كايفسدو
مهم ديال الديباناج",neutral
لا عيان شريتو مفاتش سمانة تقطع الضوء خسر دتو عند المعلم قال ليا ميتسايبش هد الماركة عيانة,negative
حتى انا عندي نفس سوال,neutral
التوصيل جميع المدن,neutral
الثمن خيالي مقارنه بالمعالج اللي فيه لاعلاقه,negative
احسن حاجة فيه صلابة الشاشة والثمن غالي,negative
اعشق الشاشة المنحنية,positive
هاتف زوين عجبني,positive
tbarkalah 3lik dima top🔥,positive
أحسن قناة من حيت المعلومات على الهواتف. واش باقي تتباع هاتف Realme c35 أواش مزيان الألعاب او التصوير.,positive
ثمن ديالو طالع بزاف منعطيهش انا صراحة هذ الثمن  هربان ف الثمن بزاف كاع,negative
Tele zwin saraha lah irza9na whd bhalo et bravo 3lik akhoya char7 dylk zwin lah iwaf9ak,positive
تمن مبالغ فيه بزاف فدول اخرى راه داير غير 280 دولار,negative
جرب سقوط الهاتف على الزاوية ( القنت ) وتفكرني 🤪😜,neutral
خويا عندي 2500 dh بغيت تلفون مزيان كيصور مزيان باش تنصحني الله يحفظك,neutral
"Zwin bzzf chokran khoya 
Bghit nsqsik chkon hsan hwa wla Xiaomi note 12 pro+",positive
المعالج غير متناسب مع التمن,negative
مواصفات ضعيفة بمقارنة بالثمن المبالغ فيه  الله إعز pocophone f3,negative
2 عيوب قاتلة وخصوصا لولة لغنقول الشكل الخارجي لضهر دتلفون لكاميرات شكل مزونش ماشي شكل شبابي وزوين وسلبية التانية الصوت ماشي ستريو,negative
Jib lina svp des infos 3la xiaomi 13 wlprix dyalo flmghrib,neutral
والله تا احسن هاتف خديتوا والله ماندمت شارج يومين شاشه الهربه خفيف ديزاين بزاف الثمن اللي قال مكينش,positive
الثمن مبالغ فيه لا يقدم القيمة مقابل السعر المعالج ضعيف,negative
"4100 dh kont chrit A52s 8+256 5G , SD 780G , camera 64mpx OIS et 4500 Mah f la batterie , écran 120 hrz 800 nits et la qualité dial samsung , et fih carte sd !!! ida ghir 3la l'écran , incassable dayer 20 dh !!",neutral
Slm khou brinak tkalme 3la redmi 12 pro la3zz khouya,neutral
سلام وعليكم مدرتيش تجربة على الهاتف سامسونج جالكسي اس 23 الترا,neutral
"zrebty 3la l Camera , review dyal lemsemen",negative
Oppo reno 8t 5G hesen meno,negative
rak nadiii abro,positive
Wow,positive
