review,label
4200 درهم على تلفون فيه غا الديزاين و الشاشة القوية.... لا معالج مزيان لا صوت ستيريو لا بلاصة الكارط ميموار لا منفذ جاك 3.5 ملم... و بهاذ الثمن و حتى الكاميرات راه ديال الفئة الاقتصادية... هادشي بزاااااااااااف,negative
Dima ljadid,positive
لوح تلفون من صطح اخر تجربة لتلفون,neutral
واو واو هاد ما شي تليفون 📱💪🔥💪وعرة بزاف ما كرهتش يكون عندي 😍😍😍,positive
Tarah iphone w ki sber la tah men 1.80 m,positive
شاشة اذج خايبة كن كانت  عاذية حسن,negative
Kanshkom tshriw honor 70 rah r9i9 3lih wa3errr 3lihhhh w camera fih ya salaaaaaam batterie facilement tlchi m3ak nhaaar kamel w atb9a fiha 30%9bel latn3es snapdragon 778g plus wlah ta hsen ln hada ana bzez bach l9ito dy3oh f ichhar hawlo takhdoh bon occasion w b chargeur dyalo ''' kitcharga bzrba 66w,positive
الثمن!!!!!!!!!!!! لا يستاهل,negative
هاتف رائع يستحق,positive
ناضي,positive
"Toop bsse7a wtbarkelah 3lik, téléphone wa3er, kantssena review ❤️ keep up",positive
مميزات الكاميرا و مقارنة شاملة مع آيفون 13 برو ماكس.طوب كمل❤🔥,positive
ماشي هذا الثمن ديالو فأمريكا. للأسف فالمغرب أثمنة خيالية. بالنسبة الأيفون 14 أو 14+ مزال عندهم النوتش أو المعالج A15 ديال أيفون13. المعالج الجديد فقط لبرو أو لبرو ماكس,negative
انا في الحقيقة ماشي من محبين الايفون و لكن مكرهناش دير لينا (المميزات و العيوب ديالو),negative
شاشة و لون بزاف 😍😍😍,positive
الأيفون 14   عندو مشكيل في الكاميرا الخلفية.تصوير بكاميرا الأيفوت  في اهتيزاز.٠٠٠٠٠٠❤,negative
سؤال ،  أما حسن واش 13 برو ماكس و لا س22 اولترا ؟,neutral
اهم ميزة فيه هي اننا لا نستطيع شراءه…,negative
ديما الجديد 🙏🙏🙏🙏✌️,positive
خويا قولينا منين نقدرو نشريوه و منين نقدرو نجيبو الفلوس باش نشريوه؟؟,negative
خديتو صرااحة واعر بجهد,positive
هادي راه كاين بحالها فسفتوير ديال سامسونج 4.1onui,neutral
BGHINA TEST CAMERA 14 PRO MAX VS 13 PRO MAX,neutral
ناضي 🔥🔥🔥🔥🔥🔥,positive
"العياقة ديال الناس هي لخلات الايفون اوصل لهاد الثمن بزاف 
انا كنصح الناس تشري حاليا سامسونغ 22الترا لطاح الثمن ديالوا",negative
waa3r,positive
Telephon zwin walakin ghali bazaff,negative
top top 💗💗,positive
Nadiii⚡😎❤,positive
"machi chi big diff bino ou bin 13 pro max ila l camera hiya li katban liya 7san bzaf 
and im thinking saraha bach nakhdo 
When u do review t3ma9 fl camera ktar ou l battery and thanks 🥰🥰",negative
منديهش واخة يكون فيه دوا,negative
بالعكس رخيص في متناول الجميع 🤣🤣🤣🤣🤣🤣 الله اودي,negative
واحد مشكل بان فيه واش هدشي صحيح ملي كدخل لكاميرة فتطبيق سناب او تيكتوك الكاميرة كتخسر وتتسمع واحد صوت فشكل,negative
ما نشريش الايفون واخا يبقا غير هوا. واش كينين تيليفونات زوينين فين ايبان الايفون ونا واصلينش داك الثمن,negative
infinix 0  احسن هاثف  في التصوير الليلي,positive
الايفون 14كلو عيوب بلى متشروهش واحد صاحبي شراه لصاحبتو مبقاتش كتجاوبو😂😂😂😂و من جهة تانية متقولش شريتو ما شريتو كلشي على جوجو فون  ملك الايفون  الخبار في راسك 😁كولابي لي مع راسك بصحتك,negative
صراحة s22ultra حسن,positive
شفت بزاف مقاطع فيديو على 14 هوااا منين كدخل سناب شات كيوقع موشكيل فكاميراا,negative
لا أخويا ما بغينا نعرفوا عليه والو هادي شركة كتستهدف الناس لي فيهم العياقة والناس لي عندهم الفلوس وما لقاو ما يديرو بيهم كاينين هواتف تقريبا من نفس المستوى ومواصلين هاد الثمن الخيالي ..,negative
لا أخويا ما بغينا نعرفوا عليه والو هادي شركة كتستهدف الناس لي فيهم العياقة والناس لي عندهم الفلوس وما لقاو ما يديرو بيهم كاينين هواتف تقريبا من نفس المستوى ومواصلين هاد الثمن الخيالي ..,negative
nadyyyy 💜🙂,positive
🎉kayn nadi bsaha,positive
جهاز كله مشاكل واول مشكله من تفتح سناب يطلع صوت مزعج وما في 2000شمعة في ضوء الشمس نفس 13,negative
مضيعة ديال الفلوس و صافي، و الضحك على العقول الصغيرة اللي كاتثبت راسها بهاتف ولا طوموبيل و لا ماديات... ماشي بالاستهلاك باش غنزيدو القدام بل بالانتاج و التفكير و الإبداع,negative
22 ألف درهم مالو بغا يولد ليا دراري مايستهلش داك تمن,negative
واش هاد التلفون كيدخل الجنة,negative
اودي لا فرق كيضحكوا على الناس,negative
هادشي خارج غير للخيبوعات باش يبانو زونين,negative
iPhone مرض العصر 😏,negative
معجبنيش ناقص بزاااف 👎,negative
حمد الله مشرتوش هدا أسوء نسخه بنظري,negative
لا علاقة s22 ultra حسن منو و بزاف,negative
آش خاصك العريان.. ايفون 14 برو ماكس امولاي,negative
هاد التيليفون ديال الحازقين ... العبت انك تشري تيليفون بهاد التمن من غير الا كنتي انت هو elon musk,negative
الله يعز الاندرويد وان بلاس ولا اس 22 سامسونج ، أما الايفون معقد بحال شي واحد زوفري فعمر ربعينات ولا عانس فربعينات لول 🥴,neutral
انا درت ديسلايك للفيديو. لانني ضد هاد الهوس الآيفوني وهاد التخربيق باش تشري تيليفون بهاد الثمن وتجيبو تعرضو فبلد يعاني ويلات الفقر وبهاد الثمن! لا حول ولا قوة الا بالله العلي العظيم.,negative
"لتصحيح فقط المعالج هو
Snapdragon 8 Gen 1
و ليس Snapdragon 895",neutral
هناك خطأ واحد  وهو الضوء كان يجب أن يمنح المستخدم أن يتحكم من من 0 ألى 1750 كان ليكون أفضل بنسبة لي الضوء المرتفع  يصيبني. بالدرر   أتحدث عن حالة عدم خروجك ألى الشمس,negative
وااااعر 😍😍❤️❤️😍😍,positive
Toooo khoya kemel rak nady ❤️❤️,positive
"Snapdragon 895 😁
اما الفيديو فهو جيد و يمكن نقولو عليه سابقة ما دام تحط دقائق بعد الاعلان الرسمي على الهواتف",neutral
الهاتف بذلك  وبدون chargeur +pochette +quitte وبزاف على تكشاش Samsung  هههههه مزيدا من التألق في عملك ماشي بحال شي موحدين متطفلين على الميدان. يضعون هواتفهم ولا من مجيب(نصابة),negative
Samsung dima lemssa dyalha spécial 😍❤,positive
راااااائع رائع راااائع وديما الجاديييد🌹🌹🌹🌹,positive
هاتف رهيب ومهيب,positive
ليس هناك فرق واضح مع سابقيه منذ s10 الى الآن. ليس هناك إبداع، سامسونغ اصبحت محبطة لعشاقها.,negative
نقطة الضعف الوحيدة في هذا الهاتف هي أنه يفتقد إلى عدسة تصوير sony، وغير ذالك كل شيء ممتاز فيه، أسوء حاجة في هذا الهاتف رغم قوته في التصميم ونوعية مواد التصنيع هي عدسة التصوير S5KHM3، شخصياً أفضل هواتف ONEPLUS من ناحية التصوير.,negative
نصيحة ، لمن يريد شراء S22 ultra ، انتظر قليلا حتى يظهر XIAOMI12 ULTRA فقد تندم كتيرا على التسرع .,negative
Woow 🔥🔥,positive
سلام أخي الكريم معك اخوك من مكناس انا عندي s21 ultra  انا بالنسبه لي الفرق بسيط منقدرش نبدل الهاتف الفرق في سبين القلم و المعالج سنابدرجون و 1750 نيتس و شحن 45 w عوض 1500 نيتس و شحن 25 واط انا من محبي سامسونج فعلا هاتف s22 ultra هاتف قوي و جميل و لكن ان شاءالله العام القادم ممكن اغير هاتفي  s23 شكرا أخي العزيز على تحليلك القيم,neutral
L cameras nefs l hardware dial 21 tbdel ghir l processing !!!,positive
S22 هاتف خرافي,positive
Bon courage pour la telefon s22+,positive
"تصحيح افضل معالج فصوق ذابا هو 
Snapdragon 8 G1",positive
صراحة هاتف زوين وباغي نشريه ولكن المغرب كيصيفطو ليها غي الشياطة مثلا بغيت ناخد  1t هنا مكانش فقط 512  وحاولت انشريه من اوربا مكرهتش نخدو من هنا,negative
تليفون فخم صراحة هيبة,positive
واو روعة احسن شيء هيا سامسونغ ❤️❤️❤️,positive
المعالج سميتو Snapdragon 8 Gen 1,neutral
شكون الاحسن واش note ultra 20 او s22,neutral
طوب خوياا هاتف واعرر بزاف كان الحلم نتاعي نشري نوت 20 التراا داباا ولا الحلم نتاعي س22 التراا 😘😍 والعام جاي س23 التراا هه غا يبقاا غي حلم من عام لعام 😢😁😂,positive
"S22+ 45 watt fast charge, machi bhal s22 👍",positive
سامسونج فالفلاكشيب ديالها توب عجبني لميلونج ديال اس و نوت ❤️❤️❤️,positive
"في هاته السنة تفوقت أيفون على سامسونغ
13 Pro Max أفضل من
S22 Ultra",positive
مستحييل نشري أنا هاد التلفونات غير كنتفرج فيك حيت عزيز عليا ❤,negative
وحش سامسونج بمعنى الكلمة,positive
Woooooow💥💥,positive
وأخيرا سامسونغ دارت شي حاجة زوينة حطات سنابدراغون دابا مزيان,positive
انا عندي galaxy s23 صراحة منصحش بيه ، الثمن غالي او ماكايكونش معاه الشارج ،ولكن الكاميرة هضرة آخرة😂,negative
"شكون الكاميرة لي مزيانة
واش ردمي نوت 9ت
أو سامسونج م22",neutral
التليفون رائع,positive
قتلاتهوم سامسونج عاوتاني 🔥🔥🔥🔥,positive
Waw Waw الله يرزقنا 🤲🤲🤲🤲🤲,positive
العيب الوحيد فهاد الهاتف هو أنك ماتقدرش تشريه,negative
"انا من عشاق سامسونج .حاليا عندي s22 ultra 
شي حاجة هاربة بزااف غا المشكل غالي شويا",positive
خويا بصراحة شنو احسن هد الوحش او ايفون13بروماكس,negative
دخلت لواحد مسابقة غير ضحك وربحت هاذ s22 ultra وفاش قالولي صردي لينا عنوان بقيت غير نضحك وقولت كيتفلو وحتي الا داروها غدي يكون غير شي شياطة ديال تلفونات ولاكن ملي وصلني وجربتو واااو كاميرات طوب وكلشي فيه زوين,neutral
zin🤝🖤🌷,positive
أخي مهدي وخا نسقسيك samsung galaxy s10 plus واش باقي صالح بنسبة لعام 2022,neutral
رائع,positive
كاين بروو 💯,positive
wow sumsung 22 ULTRA,positive
بشااااخ 🔥🔥,positive
Salam khoya 3afak bghit ne3raf wach i phone 13 pro max f camera mzyan hsen mn samsung ultra awla samsung li hsen,neutral
سامسونغ باقا بدائية فحاجة وحدة وهي الشحن السريع يالله وصلات 45 والمنافسين وصلو 120 واط هادي سينين,negative
"Kayn wahd l3ib f had la serie dyal S22 
 Ana 3ndi Galaxy S22 , battery 3yan makaytwlch hadi mochkilto 
Bit n3rf wach ymkn ydiro chi update li ghadi thssn mn lmoda li yb9a chad fiha charge !",negative
لخوت أما حسن سنابدرغن ولا  اكسنس و شنو فرق بينتهم حيت هنا  ف اروبا حين غير اكسنس مبغيتش نزرب حتى نشوف  اشمن معالج حسن ممكن تجوبوني,neutral
"Kant lyom fi electroplanet 3lah kijibo fi s22 ultra o kidiro check reference, sawlt galo Liya bli lversion dial SoC hiya Exynos 2200 Mchi snapdragon",neutral
البنات راه غاعما عزيز عليهم هادشي ههههه كيعرفو غير الايفون ههه كيسحاب ليهم واش هو احسن تلفون😂😂,negative
احسن حاجة ايفون تلفون بمواصفات قوية ولو تسرق ليك الهاتف غادي تلقاه فينما كاين,positive
Wa3rin,positive
Nadii🧡👏,positive
Dakchi zwine,positive
اللون الرمادي جميييييل,positive
هاتف من كوكب أخر,positive
Chkon hsn 12 pro max aw s22 ultra ‘n?,neutral
Sincèrement ba9i ma kherjatch chi 7aja li tkhallini nbeddel Note 10+ diali,positive
salam 3andi tilifon omix x300 chi tari9a nformatih,neutral
سلام عليكم أخي samsung ultra s23 تسريبات,neutral
Ma3mra tw9f donc dik a9wa gha zwlha 😆 7it kola 3am ikhraj l2a9wa et merci pour les videos,neutral
احسن ماركة عندي هي سامسونغ,positive
Iphone 13 pro max 7sen mno bzaaaf,positive
Hada howa li kount baghik djerbou super super,positive
داك التمن بزااااف وبلا شارجور هذا راه نصب بعينو من عند سامسونج مايستاهلوش داك الثمن,negative
Telphone zouinin bon qualitee,positive
Jani Bhal S21 Ultra Bedlo Lih Seulement type de Camera ou Design dialo Bhl Note 20 Ultra,negative
Khouya ama hsane wax samsung.S22 ultra .wla iphone.14 pro,neutral
Samsung dart lancement f d9a wahda ga3 les chaînes youtube la7oh daba,neutral
Bro jiblna Xiaumi note 11 pro,neutral
علاش حيدو بلاصة كارط ميموار,neutral
بعد عامين من الإستخدام سوف تضيع شاشته بسبب الخيال shadow وهذا العيب ديال هواتف السامسونج العالية الجودة بالمقارنة مع الشركات الأخرى، وفي الأخير للمعلومة فالتصوير الليلي بهذا الهاتف العملاق مخيب للأسف كما عهدنا في جل هواتف السامسونج الباهضة الثمن.,negative
Naaaadya ultra 22,positive
Hatchi bahalo bhal s21 ultra kolchi bhal bhal hir zado lkalam safi,negative
دارو الدمج احسن حاجة,positive
هاتغ رائع,positive
Naaadi bzaf,positive
خسارت الفلوس و العملة الصعبة.,negative
"الايفون ارخص وافضل واجمل 
فخامة التفاحة تكفي 😍",positive
أحسن هواتف هم السامسونج ❤🪄,positive
السامسونج الاصل و الباقي تقليد,positive
انا السامسونج عندي احسن من الايفون,positive
Hhhhhh samsung na9la tasmim min sony xz li kheraje 2017 nari kaa ma brito t3i9o tate dhak 3likom samsung,negative
Nadi 5oya,positive
هاتف رائع وقوي الحمد لله محرماتناش سامسونغ من النوت حيت كيتعتابر احسن هاتف عالمي المعالج واعر الشاشه وقوة السطوع كيف العاده من الأفضل الكامرات تاني افضل كامرات بعد سوني لي كيبغي اتصور بسناب راه اروع مكين الحجم مزيان الالوان الأسود الأفخم الصراحه و استهلاك البطاره مكنظنش غادي يكون بحال 13pro max  ولكن 5000ملي اومبير مزيانه وسرعه الشحن مزناه ولكن السعر زادو فيه شويه,positive
ما نقدرش نقول انها مراجعة لكن دعاية بحيث انك كاتهدر غير على الايجابيات علاش ما هدرتيش على حساسية اللمس الي هي 240 Hz  فحين كاين هواتف واصلين ل 1000 Hz و دك 45 واط فحين ناس واصلين ل 120 واط و شارج ف العلبة,negative
Naaadi,positive
وراه حازقين,negative
لاااااكن راه سامسونغ مادامت غاديا تبيع الشارجور  بشكل منعزل عن الهاتف فهذا هو النصب بعينيه اللي تعلماتو سامسونغ من منافستها ابل. و شكون ضمن ليا غادي نشريه شارجور دوريجين باش غادي نعرفو انا هذا بغض لنظر على الثمن الزائد ديالو ايلا لقيتو؟؟؟؟؟؟؟؟؟,negative
هاتف زبالة,negative
بشاخ,positive
صراحة ساعة زوينة و تستاهل الواحد يشريها 👍🏻👍🏻,positive
ساعة تستحق اكثر من ثمنها و تبارك ألله عليك خويا مراجعة في المستوى,positive
مراجعة رائعة كيف العادة و صراحة ساعة راقية و أنيقة 😊,positive
بصراحة خويا مهدي المنتوجات لي كتجيب كولهوم واعرين تبارك الله عليك مراجعة فالمستوى بالتوفيق ان شاء الله ❤,positive
ساعة زوينة بزاف مقارنة مع الماركات الاخرى ❤❤❤,positive
كيف ديما مراجعة شاملة ورائعة وكتبين أدق تفصيل 🌹👍🏻👍🏻,positive
فعلا ساعة كما قال الاخ مهدي ديال عشاق ومحبي الساعات الذكية العالمية 🔥🔥🔥,positive
الى قال هادي احسن ساعة راه عارف علاش ما شاء الله,positive
أفضل ساعة بمميزات رائعة,positive
هاذ مكانة واعر ولاكين مع شرح الخطير ديالك زتي بينتي لينا روعة ديالو وشكرا بزاااف ❤,positive
ساعة زوينة بزاف مقارنة مع تمان ديالها 🔝🔝,positive
تستحق الشراء ❤❤,positive
كما العادة ديما الجديد ولا اروع,positive
افضل ساعة,positive
شهادة حق..... واعرين والله,positive
المشكل ديال هاد شركة هو الباتري ماكيشدش لاشارج مزيان,negative 
حن تدوم لمدة يوم واحد,neutral
ساعة جميلة ولكن البطارية ضعيفة. كل يوم خصك تصرجيها,negative 
والله حتا كنصحكم بأنفنكس لحقاش هيا شركة لوحيدة لي كتقدم قيمة مقابل سعر,positive
لا مجال للمقارنة بين واجهة ريلمي المستقرة وواجهة أنفنيكس المليئة بالإعلانات,neutral
خويا متافق معاك ولكن فرق مقامات وأسماء لانفينكس راه كتبقى لانفنيكس مشاكلها لا تعد ولا تحصى,negative 
مشاء الله اللهم بارك,positive
راه مع غلاء الاسعار مبقيناش كنفكرو واش نبدلو تلفونتنا ولا لا  الله إدير شي تاويل ديال الخير يارب,negative 
احسن كادو ديال العواشر مشكور اخي,positive
الله يسخر الثمن مع المنتوج مزيان,positive
نتا احسن مول هواتف بالمغرب التخفيضات لا نهاية,positive
شركه جميله ومنتجاتها رائعه عن تجربه,positive
Très beau produit,positive
Bon rapport Qualité/prix ️,positive
ساعة فيها كل متطلبات لنحتاجو وزيد عليها انيقة و زوينة,positive
مراجعة رائعة بالتوفيق للمزيد من المنتوجات,positive
ساعة رائعة و أنيقة، في المستوى,positive
فالصراحة مشهي ناخد شي ساعة بهاد الشكل..  برافو خويا مراجعة ممتازة,positive
بالتوفيق ، أول مرة أسمع بهذه الماركة فشكلها جميل جدااا وتنافس باقي الماركات العالمية في الشكل والمحتوى,positive
هاد الساعة دايرا ضجة كبيرة في السوق واحسن ساعة مقارنة مع الثمن,positive
صراحة خديت تلات ساعات ذكية ووقفت عند هذي .ماشاء الله زوينة,positive
مشاء الله,positive
ساعة تستحق أكثر من ثمنها مراجعة رائعة,positive
صراحة ساعة زوينة او أنيقة تستحق ثمنهاالله يسر ليك اخويا,positive
مݣانة لي واعر ولاكين مع شرح الخطير ديالك زتي بينتي لينا روعة ديالو وشكرا بزااااااف الله يسهل عليك أخويا كمل Calling,positive
Bon courage,positive
"ساعة toop فالشكل و الناقة""",positive
خدمة نقية  تبارك الله عليك,positive
الصراحة زوينة والشرح مفصل تبارك الله عليك خويا الله ايسر ليك,positive
شكرا على تقديمك لهذه الساعة الرائعة,positive
ساعه رائعة  ومراجعة رائعة,positive
منتوجات رائعة,positive
zwinaa tbarkallah 3lik,positive
Zwina merci pour le unboxing,positive
واعرة الله يرزقنا ناخدوها,positive
تبارك الله عليك في المستوى ️,positive
تبارك الله في المستوى كيف ما عودتينا,positive
Comme d'habitude,positive
ساعة جميلة ومراجعة أجمل. شكرا أخي.,positive
Bon produit,positive
مراجعة ممتازة  لساعة جد رائعة  واصل,positive
ديما لفوق,positive
ممتازة تبارك الله,positive
La qualité,positive
فالمستوى,positive
رائعة,positive
ساعات زوينين بزاف والستيل الاخير كحمق,positive
ال كانو هاد المميزات كاملين فهي فعلا كتستحق الثمن ديالها,positive
وأخيرا  ساعة في متناول جميع  كنتمنى تكون من نصيبي,positive
رائعة و منتوج فالمستوى,positive
ساعة تستحق,positive
Dima the bons produits,positive
Bravo! dima ljadid,positive
سعر معقول,positive
كيما ديما نااااااار ️️,positive
ساعة ذكية ممتازة,positive
ساعة رائعه,positive
جميلة في مستوى,positive
Nice review akhii,neutral
ماشاء الله تبارك الله  في المستوى,positive
تبارك الله ساعة المستوى,positive
جيدة,positive
Tbarkelah 3liik,positive
برافو عليك خويا,positive
Review parfait très Bon produit,positive
ساعة تستحق اكثر من ثمنها و تبارك ألله عليك خويا مراجعة في المستوى,positive
الله يعطيك الصحة في المستوى عندهم ساعات زوينين,positive
Review parfait  très Bon produit,positive
ممتازة شكرا لك,positive
"الله يسهل عليك أخويا كمل 
مݣانة Calling لي واعر ولاكين مع شرح الخطير ديالك زتي بينتي لينا روعة ديالو وشكرا بزااااااف 7",positive
دائما في القمة,positive
ساعة زوينة و إن شاء الله نربح,positive
هاد الساعة من احسن ساعة مقارنة مع التمن,positive
اسطوريية,positive
ماشاء الله عليك وعلى ذوقك الرفيع,positive
مشاء الله عليك خويا ديما النضى,positive
Toop khouya,neutral
ساعات فالمستوى,positive
ساعة ممتازة و القيمة مقابل السعر,positive
في المستوى خويا,positive
ساعة رائعة وأحسن مراجع فالمغرب,positive
ساعة خطيرة,positive
ساعة تستحق التجربة,positive
Nice product,positive
ممتازة وفقك الله,positive
الله يعطيك الصحة خويا داكشي زوين كيف ديما,positive
Best review,positive
صراحة ساعة تستاهل الثمن تاعها,positive
تبرك الله علك أخوي زين تحياتي لك من وجدة,neutral
كما العادة أحسن معا الأحسن 🫡,positive
trés belle montre,positive
ساعة جميلة ومراجعة رائعة ونتمنى نربح إنشاء الله والله يوفقك ويسهل عليك,positive
دمت متالق دائما,neutral
ساعة واعرة ماشاء الله,positive
مراجعة رائعة ، ساعة جميلة اتمنى ان تكون من نصيبي .,positive
Tbarkellah 3liik ️,neutral
Bravo,positive
ساعة واعرة بي التوفيق,positive
كلشي غزال لو من الممكن الحلاقات ديال  فضيلة,positive
الله خليك العنوان ديالكم الله يحفظك ❤,positive
فين عندكم المحال عفاك,positive
السلام كلشي كتبينوه الا الحلقات علاش مكاتوريوهمش لينا  الحلقات ديال ديما ماشي دلحضور,neutral
Bghit hadik dyal 110 €,positive
الكورميطات تيبانو كبار في الايف ملي تيوثلو لينا تيكونو رقاق وصغار . تيعملو اليوم باش يبانو كبار والله انكم غشاشين,negative
دهب  ناقص دبا. انت حتبيعى ب 900 درهم الغرام حشومة,negative
كتصيفط خارج البلاد,neutral
هادشي لا يفيد في شيي لي عدنو الصراصير يدير zentek tube,negative
"ياسلاااااام شميت ريحة البخور الرائعة 
كتحمقني سرغينة خصوصا في مناسباتنا الدينية",positive
واو هذا الشي روعة تبارك الله سرغينة زوينة,positive
ماشاء  محل كلشي زوين شكرا اختي,positive
زرت المطعم رائع والاكل لديد و أتمنة جد مناسبة أنصح بكل مغربي وأجنبي زيارته ❤❤❤❤🥰,positive
ماشاء الله والله أكبر، مطعم مريح وعائلي,positive
فندق جميل يجمع الماضي والحاضر والأجمل قضاء بعض الأيام فيه مع من تحب من الأعماق,positive
ليست بالمره الاولى التي يفوز هذا الفندق باحسن فندق في العالم,positive
انشالله مني نجي للمغرب نمشي ليه ديكور والأصالة قمة ف الروعة ❤️,positive
افضل شيء في العالم 🇲🇦🇲🇦🇲🇦💪💪💪 بدون منازع,positive
راه تكلاسا هاد العام الرتبة الاولى عالميا ونتي تتقولي جوج مرات صنف من افضل فنادق العالم,positive
هكهههههه احسن فندق في العالم 😂😂😂😂😂,positive
زيد فالقائمة حتى مطعم بركان فكليز مراكش تحديدا زنقة بن أحمد فكرة المطعم رائعة والنقااا والمذاقات ياسلام,positive
كانت لي تجربة سيئة في مطعم فدان على طريق مراكش.,positive
بان ليا ثمن زايد شوية,negative
Z3ma lah ysmahlikom 3la fyour 150dh hatinaha fiha oumlete wkhoube bayte dyal yomayne,negative
مطعم راءع  تباركالله عليك لكيعرف كازا مزيان كاين فيها بلايص  واعرين او غابرين شيحاجة راءعة  تباركالله عليك او بصحة لعشا,positive
واش ردتو البال المطعم خااااوي,negative
هاد المطاعم زوينه ونقيه ولكن شويه تمن لي عندو القدره الماديه يمشي اما لي على قد الحال لا اضن.,negative
كرواسة وقهوة وحليب ب40 درهم الضحك على الذقون,negative
العام الكامل من غير رمضان الماكلة زوينة نقية بنينة، المحل نقي و سربيس فالمستوى 😍😋😋😋,positive
كملاحضة كانو كيديرو شلاضة بفواكه البحر مزيانة ولكن مؤخرا مبقاوش كيديرو الفرش كلشي ظثلج والطعم مزوينش وحتى نوعية السمك مزويناش,negative
هادي اللهفة ماشي المكلة،هادا انتقام فاالفقراءباالعلالي.,negative
