commentaire,sentiment
كلمة مثواه الاخير   لا اصل لها لان المثوى الاخير هو الجنة او النار نجانا الله منها فلهذا قد يمر الانسان بعد موته الى عدة مراحل ثم ينتهى الى مثواه الاخير كما ذكرنا سابقا . فاسالوا اهل و اهل العلم . ورحم الله موت المسلمين      امين,triste
شنو بينو وبين الله حتى يحبوه الملايين اقسم بالله تشوينا كأنه فرد من العائلة لحد الان كنشوف هاد المقاطع وماكنقدرش نحبس دموعي الله يرحمو ويوسع عليه ضيقة القبور ويرزقو الجنة يارب ويصبر ميمتو وولدو والناس القراب ليه,triste
"لا إله إلا الله
الله يرحمه برحمته الواسعة 
هذه هي الحياة الدنيا لاتساوي شيئا",triste
انا لله وانا اليه راجعون كل نفس ذاءقة الموت .الله يرحمو ويجعل مقامه الجنة جنة الفردوس ويصبر عاءلتو .لكن للاسف الشديد ماكان يدعو اليه وينصح به ضرب عرض الحاءط والكل تجمهر وتزاحم والتقط الصور والنساء يتزاحمن مع الرجال وهن ذاهبات مع الرجال الى المقبرة وكان الجاءحة التي قتلت العديد من الاحبة واصابت عدد ا   كبيرا من المغاربة لاتوجد .صحيح احببنا هذا الصحافي لانه كان يدخل بيوتنا ويوصينا كي لا تصيبنا كرونا فنقد اعز انسان على قلوبنا لكن ليس بهذه الطريقة نعبر عن حبنا لهذا الرجل العظيم. .ولنعلم جميعا ان كل واحد منا اجله ات ولامفر منه سواء طفلا او شابا اوكهلا .فنعمل لدنيانا كاننا نعيش ابدا ونعمل لاخرتنا كاننا سنموت غذا  .لنتق الله في انفسنا وغيرنا .فلاراد لقضاء الله .,triste
إن لله وإن إليه راجعون 😭😭😭,triste
حبيب ابن ديالو 😭😭😭,triste
جنازة تقشعر لها الابدان ربي لي عزك فالدنيا الله ارحمك رحمة واسعة,triste
"الله يرحمك للي بغاه الله حبب خلقوا فيه هذا يكفي ختو قالت كلمة خففت علينا شويا ""ماشي خسارة فالله""",triste
الله يرحمه ويصبر عاءلته,triste
عندما تخاطب المغاربة بكل وضوح و تكون صادقا معهم فإنك ستحضى بمكانة عالية في قلوبهم و هذا ما وصل إليه المرحوم صلاح الدين الغماري!,triste
لي رحم وجميع ناس المسلمين والمسلمات,triste
غادي تعيش ديما في قلوب المغاربة لي كلهم تيدعيو معاك بالرحمة سعداتك راك عمرك ما تموت في قلوبنا لي ونستيها وهي في سجن الحجر الصحي  قلوب المغاربة حزينة بفقدانك وانت عمرك ما تموت في قلوبنا,triste
إنا لله وإنا إليه راجعون,triste
رحمة الله عليه واسكنه فسيح جناتك يارب العالمين 😪😪,triste
😭😭😭😭😭😭الله يرحمو ياربي لساني عجزة عن الكلام إن لله وإنا إليه راجعون الله يصبر اهله ويصبرنا كاملين,triste
الله يرحمه ويرحم جميع المسلمين,triste
الله يرحمه مسكين .تقو لله العيلة مزاحمين مع الرجال في المقبرة والله إلى حشومة وحرام التقو لله,triste
لو كان حيا لما قبل أن يتجمهر الناس زمن الكورونا حشومة ايه المغاربة كيحبوه ولكن التجمهر يقدر يسبب الزيادة في كورونا مسكين داك الشي اللي كان كيقنع به المغاربة ماطبقوه الله يرحمه ويصبر أهله,triste
العيالات اش كيديرو في مقبرة,triste
"Layrahmo mskin layj3alote ljna yarbi Al 
Koht 😭",triste
هو في المغرب بيندفن المتوفى بالصندوق ؟؟؟,triste
"شكون كيحس براحة نفسية من كيسمع لقرأن 
الكريم 😘❤❤🤗
خوتي الله إحفضكم أو إنجحكم ديرو ليا غير أبوني 😪",triste
الله يرحمه ويغفر له ويسكنه فسيح جناته,triste
"ماهذه التفاهات والحماقات! صحيح الإعلام يصنع التافهين . من هو هذا لكي تشيع جنازته هكذا ! صحفي عادي . حتى الأخبار كان يقدمها بصعوبة كبيرة . ومستواه في اللغة العربية ضعيف جدا . قدم برنامج سوقي يتوجه فيه إلى عامة الشعب من الجاهلين . وتبع جنازته التافهين والغير المثقفين .الذين تعاطفو معه لأنه يتكلم بمستواهم الثقافي البسيط. 
لاحول ولا قوة إلا بالله . مات الكثيرون من العظماء الأتقياء .طو الذين لا يعرفهم الناس ولم يتبع جنازتهم أحد . رحمكم الله يا مؤمنين لكم الله  !!",triste
سبحان الله إدا حبك الله حبب عباديه فيك الله يرحمه ويغفر ويسكنه الفردوس الأعلى يارب العالمين 🤲😢,triste
دموعي مازال كتسيل على هاد السيد🥲 وخا ماكانعرفوش سبحان الله عطاه ربي قبول رهيب والدليل ان جنازته لم يسبق لها مثيل خصوصا في زمن كرونا هذا إنسان محبوب عند الله .الله يرحمه ويجعل مثواه الجنة🤲🤲,triste
Ina lilah wa ina ilayhi raji3on 😢😢😢,triste
Ina lilah wa ina ilayhi raji3on 😢😢😢,triste
جنازة رهيبة تبرهن مدى حب المغاربة واعترافهم للمواطن الغيور والخدوم لوطنه وملكه اسكنه الله فسيح جناته وجميع المسلمين,triste
لله يرحمك اخوي صلاح لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يتبتو عل سوأل لله  يتبتو عل سوأل  لله يتيتو عل السوأل لله يتيتو علسوأل اجل فقيد أخ صلاح الغماري اطيب الخلق شهدلي لله حرقن في القبن وفي جميع القبوب المغريب لله يرحمو ويجعلو من اهل الجنة,triste
الله يرحمه ، ولكن كون كان عايش وشاف هادشي  كون  مسكين  تصدم   ، راه كورونا متزال بيننا,triste
"يارب ارزقني جنازة بحال جنازة اخي صلاح يارب 
الله يرحمك اخي العزيز والكريم صلاح
إنا لله وإنا إليه راجعون",triste
ونعم الصحفي ونعم الصحفي كان معانا في محنة كورونا والمغاربة كلهم يبكيو في ديورهم,triste
إنا لله وإنا إليه راجعون ولاحول ولا قوة الا بالله العلي العظيم ومنه العوض وفيه العوض يارب يارب  آمين والله يرحمه ويغفر له ويسكنه فسيح جناته ويرحم أمي وجميع موتى المسلمين ويجعل مستقرهم الفردوس الأعلى من الجنة بدون حساب ولا سابقة عذاب يارب يارب يارب آمين و الله يجعل قبورهم رياض من رياض الجنة يارب آمين 🤲...... لكن للاسف  منظر على قد ماهو مفرح للكم الهائل من الناس الذي تبعت الجنازة وهذا دليل على حب اللع تعال له الذي حبب فيه كل الشعب المغربي وجعله يحزن لرحيله .....على قد ماهو مؤسف اولا لوجود خطر مرض كورونا نسأل الله السلامة والعفو والعافية والمعافاة الدائمة في الدنيا والاخرة لنا وللجميع  يارب يارب يارب  آمين 🤲.... ثانيا لعدم احترام تلك الجموع الغفيرة لمقابر الموتى تعرضهم الله جميعا بواسع رحمته وأسكنهم فسيح جناته يارب يارب آمين 🤲,triste
"الله يرحمه ويوسع عليه ويجعله من أهل الجنة
اللهم ارزقنا حسن الخاتمة يارب.
 الموت لا يستأذن من أحد اليوم هو وغدا نحن
 اللهم اهدينا الصراط المستقيم اللهم لا تتوفنا الا وانت راض عنا اللهم اغفر لي ولوالدي والمؤمنين والمؤمنات الأحياء منهم و الاموات يارحيم",triste
الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان,triste
ان لله وان اليه راجعون الله يرحمه ويغفر له ويسكنه فسيح جناته,triste
النساء يتبعن الجنازة ؟!!الله المستعان أين سنة الحبيب عليه الصلاة والسلام ؟والصياح والهتاف ،هذا كله يبين لنا أننا ٱبتعدنا عن سنة الحبيب عليه الصلاة والسلام ويجب علينا الرجوع قبل فوات الأوان,triste
إنا لله وإنا إليه راجعون البقاء لله الله يرحمو ويجعله فى الجنة,triste
الله يرحمه و وسع عليه قبره ويجعل روضة من رياض الجنة يارب امين,triste
حزن الشعب المغربي بأكمله 😭😭😭😭😭,triste
الله يرحمه ويسكنه فسيح جناته يارب,triste
إنا لله وإنا إليه راجعون رحمه الله لكني اتعجب من هذا الكم الهائل من البشر اضن انا في الدار البيضاء لاتوجد كورونا،نحن توفيت امنا ودفنت بدون حتى علمنا وقالوا لك إجراءات كورونا حسبنا الله ونعم الوكيل,triste
إن لله وإنا إليه راجعون الله يرحمه ويسكنه فسيح جنانه ويرحم جميع اموات المسلمين اللهم ثبته عند السؤال,triste
حشومة الناس كلشي كيصوروه بحال شي فيلم دون احترام لقدسية الموت وفي انعدام لاحترام حزن وألم ذويه يجب تجريم ذلك بالقانون واش حنا كلشي نصوروه بلا ما نراعيو اللهم ارحم صلاح الدين الغماري  احب الناس من فلبه فبادله الجميع الحب من القلب والجنازة خير شاهد,triste
شحال بكيت ليوم الله يرحمه ويوسع عليه,triste
الله يرحمو مسكين وصبر ميمتو مسكينة بقا فينا بزاااااااف,triste
"انا لله وانا اليه راجعون 
بقاء لله ؛كل من عليها فان لا يبقى الا وجه ربك ذو الجلال والاكرام
🤲يا رب اجعل قبره روضة من رياض الجنه😢
العظم الله اجركم ف فقيدكم الغالي صلاح الدين الغماري ؛يا رب ارزق والديه الصبر بقدر محبته يا رب هما وابنه وعاءلته وكل من يحبه...وكل المغاربة",triste
إن لله وإنا إليه راجعون .....حسن الخاتمة أحبه الله فبعت من يحبه في قلوب الناس ...نعم الرجولة وجنازة رجل ...تعزية للفقيد من أهل طنجة للعائلة والأصدقاء,triste
"لماذا هذا التزاحم والفوضى والناس بدون أقنعة، الموت يطرح في النفس سكينة وإيمان  وليس هذه الفوضى والصراخ والنواح. من مات كان مسلما والاسلام يحرم هذا السلوك. . زائد التصوير بالتلفونات، لا حول ولا قوة إلا بالله.
إنا لله وإنا إليه راجعون رحمة الله عليه وعلى امواتنا جميعا.",triste
انا لله وانا اليه راجعون الله يرحمه ويغفر له ويسكنه فسيح جناته,triste
"انا لله وان اليه راجعون لله مااعطي ولله مااخذ 
اللهم كن له ونيساا ورفيقا  في قبره وثبته على القول الصالح  االلهم تجاوز عنه خطاياه يارب",triste
"ان لله وان اليه راجعون  اللهم ارحمه رحمة واسعه واجعل قبره روضة من رياض الجنة 
اخوكم من الجزائر",triste
مسكين تيشوف في الصورة  مدا حب الناس له  دون ان يتكلم. .انسان محبوب .الله ارحمنا وارحمه.,triste
"إن لله وإن إليه راجعون 😢
لا اله الا الله محمد رسول الله
الله يرحمو و يسكنه فسيح جناتك ياالله",triste
اللهم اغفر له واجعله من اهل الجنة  يارب😭😭😭😭,triste
"Ache had laghwate, ache had sda3e, ache had lfawda, ache had lhimache. Ou kolchi bgha ysawer men lfou9e ou ydir lbuzz. Hchouma a lmgharba wlh, wssalna wahed daraja khayba bzzf. Waldo meskin tasdem. Lah yarahmo ou safi",triste
"اللهم اجعل قبره روضه من رياض الجنه🤲🏻😢
ضابط برتبة مقدم بالمرور تم إحالته على التقاعد وأصبح بعدها إمام مسجد في منطقته في الأعظمية ببغداد!
في أول خطبة له وقف وقـال:
أيها الناس: جددوا رخصة التوبة.
واربطوا حزام التقوى.
وخففوا سرعة المعاصي.
وتأگدوا من إطارات النية.
ونظفوا ماگينة القلب.
واتبعوا إشارات القرآن.
وسيروا على طريق الدين.
فإن أمامگم نقطة تفتيش شديدة !!
فاحذروا كل الحـذر أن تكون المخالفة كلفتها ""نار جهنم""
ــ",triste
"""إنا لله وإنا إليه راجعون"" اللهم اغفر له وارحمه وعافه واعف عنه ووسع مدخله واكرم نزله وأسكنه الفردوس الأعلى من الجنة. وارزق أهله الصبر والسلوان.",triste
اش هاذ الفوضى طزطز على جنازة,triste
إنا لله وإنا إليه راجعون الله يرحمو,triste
شوفو جنايز اخر زمان مخلطة راجل ومراة ربياستر امة محمد واش هاذا ياك مات موتتة المسلمين  اترحمو عليه وعلاش متزاحمين,triste
الله يرحمه ويوسع عليه يا رب يكون من الجنه ويرحم المسلمين اجمعين والله والله يصبر جزء واولاده وامه واحبابه والله العظيم ابقى في نبذات رجل عظيم كل الشعب المغربي يبكي عليه,triste
Allah yrhamo 🤲🤲wsa3lih wsbar 3aylto lmot dialo sdmtna 😢😭😭,triste
اللهم أجرنا من موت الغفلة ولا تقبض أرواحنا إلا وأنت راض عنا رحم الله أرواحا كان وجودها في الدنيا جميلا تغمد الله الفقيد بواسع رحمته وأسكنه فسيح جنانه وألهم ذويه الصبر والسلوان وإنا لله وإنا إليه راجعون,triste
😭😭😭,triste
الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان للاسف المرحوم صلاح الدين الغماري رحل عنا في قمة عطائه إستطاع في وقت وجيز أن  يدخل قلوب كل المغاربة بفضل أسلوبه المتميز في توصيل المعلومة بطريقة سلسة,triste
صراحة مازلت لم أصدق موته،رحمك الله أخي صلاح إنا لله وإنا إليه راجعون,triste
الله يرحمه برحمته الواسعة,triste
إنا لله وإنا إليه راجعون ولاحول ولاقوة الا بالله العلي العظيم,triste
رحمك الله يا صلاح 😥😥😥😥😥,triste
شكون لي بحالي كلما نشوف صورته نبكي مقدرتش نصبر الله يرحمو ويجعل متواه الجنه,triste
😭😭😭😭,triste
الله يرحمو ويغفر له ويسكنه فسيح جنانه وآلله العظيم إلا افتقدناه 😭😭😭😭😭,triste
رحم الله الفقيد,triste
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😔😔😔😔😔😔😔💔💔💔💔,triste
😢😢😭😢😭حتى ليوم مزلتوا ابكي لانوا فعلنا لن يتكرر صلاح دين اخويا وصديقنا وحس بينا الله يرحمك اااخويا الله يرحمك 😢😭😢😭😢😭😢😭😢😭😢😭😢😭,triste
😭😭😭😭😭😭😭😭😭أحبك,triste
ربي يرحم ويغفر له ويجعل مثواه الجنه امين يارب العالمين  💔💔💔😭😭😭😭,triste
الله يرحمه يارب ويجعل مؤواه الجنة الفردوس الأعلى يارب العالمين 🤲,triste
لحد الساعة ندخل لليوتوب نبكي و نخرج مرضنا كون تشوف معزتك عند الشعب  المغربي يا صلاح صوتك باقي ليا فودنيا الله يرحمك يا خيي,triste
"إنا لله وإنا إليه راجعون 
البقاء لله",triste
لله يرحمو ياربي كان رجال طيب😢😢😢😢😢😢,triste
😭😭😭😭😭,triste
😭😭😭😭😭😢😢,triste
الله يرحمه ويغفر له ويسكنه فسيح جنانه,triste
هدا لبلاد مزال فيها الخير ألا مات صلاح دين  باقين ولادة  صالحين بحالو,triste
انا لله و انا إليه راجعون رحمة الله عليه و على كافة موتى المسلمين و المسلمات.,triste
انا لله وانا اليه راجعون 😪😪😪😪😪😪😭😭😭😭😭😭😭😭😭😭 اللهم اسكنه فسيح الجنان يا رب العرش العظيم اللهم اجعل قبره روضه من رياض الجنة 🤲🤲🤲🤲🤲,triste
شكون قال مغيكونش رمضان الجاي معانا مسكين,triste
آلله يرحمو ويجعل مثواها الجنة يارب العالمين انا لله وانا اليه راجعون البقاء لله لله ماعطى ولله ما أخذ ولاحول و لا قوة الا بالله العلي العظيم,triste
الله يرحمه ويجعل مثواه الجنة وان لله وان اليه راجعون,triste
اللَّهمَّ اغفِرْ له وارحَمْه واعفُ عنه وأكرِمْ منزلَه وأوسِعْ مُدخَلَه واغسِلْه بالماءِ والثَّلجِ والبَردِ ونقِّه مِن الخطايا كما يُنقَّى الثوبُ الأبيضُ مِن الدَّنسِ وأبدِلْه بدارِه دارًا خيرًا مِن دارِه وأهلًا خيرًا مِن أهلِه وزوجةً خيرًا مِن زوجتِه وأدخِلْه الجنَّةَ وأعِذْه مِن النَّارِ ومِن عذابِ القبر.,triste
😭😭😭😭😭😭😭😭😭😭😭,triste
و داعا يا صلاح💔انتهت النشرة الان الى الابد😭,triste
الله يااا خوتي شحااال بكيييييييييييت عليييييه😭😭😭😭😭😭😭😭😭😭😭😭💔💔💔💔💔💔💔💔💔💔💔لاحول ولاقوة الا بالله💔💔💔,triste
الله يرحمو ويسقي قبره من نسيم الجنة ويثبتو على السؤال ويرزق أهله الصبر يارب العالمين 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲 🤲😭😭😭😭😭😭😭😭😭😭😭,triste
الله يرحمه ويغفر له ويسكنه فسيح جناته انا لله وانا اليه راجعون رجل محبوب عند جميع المغاربة,triste
😭😭😭🤧,triste
رحمة الله عليك يا صلاح الدين كل التعازي من الجزائر كلنا بكينا فراقك,triste
إنا لله وإنا إليه راجعون الله يرحمو الله يرحمو و يسكنه فسيح جناته,triste
الله يرحمو إنا لله وإنا إليه راجعون والله يجعل متواه الجنة,triste
الله يرحمك ويجعل مثواك الجنة.ماكدبتيش ملي قلتي غانشوفوك بوجه جديد فعلا شفناك  بوجه جديدالوجه اللي من كترت حب المغاربة وبالأخص الضعفاء منهم أحبه خالقهم أجمعين  وأخذه إلى جواره إن لله وإن إليه راجعون إنسان عظيم بحالو ماشي خسارة فالله سبحانه وتعالى ماعمرنا نساوك الله يصبرنا كاملين على فراقك,triste
😭😭😭,triste
yrabi sabra yrabi yrahmo maskin🤲🤲😭😭😭,triste
AllAh yrahmo🤲🤲🤲😭😭😭💔💔💔,triste
😭😭😭😭😭💔💔💔💔💔,triste
الله يرحمه هو عزيز علينا كاملين شخص مؤدب ويعمل بكل جد واخلاص😭,triste
يا ربي وصبرنا عليك  سبحان الله العظيم  بكينا  عليه  بحرقة والله  حتى احنا  كلنا حازنين عليه  الله ارحمك اولدنا صلاح الدين الغماري مادمت  في قلوب المغاربة كاملين  اللى  راك مؤمن ومن أصحاب جنة الفردوس الأعلى  إن شاء الله  مع جميع موتانا وموتى المسلمين يارب ويلحقنا بهم مسلمين مؤمنين غير مفتونين,triste
"Samia simsim
الله يارب على هاد السيد أشنو دار الحب ديالو فينا فراقو حطمنا مصبرناش  على فراقو 
انا يومين هاد دموعي والله منشفو عليه 
كفاش غادة تكون ميمتو الله يصبر ميمتو وزوجتو ولدو  والله يصبرنا كاملين عليه
انشاء الله يبعت مع الشهداء والصدقين يارب 👐 وانا لله وانا اليه راجعون",triste
الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون الله أكبر ولا حول ولا قوة الا بالله العلي العظيم,triste
الله يرحمو مسكين . سبحان الله قال انها الرسالة الأخيرة,triste
عمري مابكيت على شي واحد داز فالتلفزة كبحال هاد السيد بقا فيا بزاف وتاثرت بالموت ديالو يحسن عوان ميمتو والأهل ديالو الله يرحمك صلاح الدين الغماري كانت الطيبوبة تغمر وجهك البشوش إنسان جد متواضع,triste
وداعا صلاح الدين الله يرحمك ووسع عليك ذائقة القبور يارب يارب يارب 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,triste
انا لله وانا اليه راجعون الله ارحموا وارحم جميع المسلمين 💔💔💔,triste
من فضلكم أزيلو سهرة السبت احتراما لاخينا الغماري نحبك كثيرا صلاح صلاح المجاهد نلقاك في الجنة ان شاء الله ان العين لدمع وان القلب ليحزن وانا لفراقك صلاح لمحزونون وانا لله وانا اليه راجعون البقاء لله,triste
ياربي ترحمو وتصبر اهلو وتصبرنا فعلا كان الأخ والأب في وقت جائحة كرونا حيت أن كل امهاتنا واباءنا ينتظرونه بفارغ الصبر وبفضل نصائحه استطاع اغلب المغاربة تجاوز الحجر وتجاوز اصعب المراحل التي مرت بها بلادنا بسبب وباء كرونا رحمك الله اخي صلاح وانا لله وانا اليه راجعون.,triste
الله يرحمه ويغفر له ويسكنه فسيح جناته فقدنا اكبر عمود من اعمدة الصحافة كان  بنسبة لينا الأخ والأب وصديق والصحافي المناضل,triste
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭وداعا يا أطيب إنسان وصحفي,triste
انا لله وانا اليه راجعون البقاء لله عزائنا واحد أحسن صحافي في المغرب وكنتمناو من قناة 2m  مديرش سهرات حتى توصل 40 يوم احتراما الاخ والاب روحي صلاح الدين الغماري الله رحمه ورحم جميع المسلمين أجمعين 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,triste
😭😭😭😭🙏🙏🤲🤲🇲🇦,triste
الله يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان وان لله وانا اليه راجعون,triste
الله يرحمو ويجعل متواه الجنة يارب كان انسان طيب وخلوق وخير دليل حب المغاربة له والكم الهائل لي مشى فالجنازة ديالو الله يرحمو يارب بكينا عليه حيت كنعتبروه فرد من العاىلة,triste
الله يرحمو ويغفر ليه يارب 🤲🤲🤲😭😭😭😭هذا دنيا ما فيها أمان ان لله وان اليه راجعون,triste
رحمك الله وجعل قبرك روضه من رياض الجنة.,triste
😢😢😢😢😢😢😢😭😭😭😭😭😭💔,triste
الله يرحمك ووسع عليك يا العزيز على القلوب والله يسنك فسيح جناته افتقداك اختفت منا حقا لا تقدر أن تنساك الذاكرة و القلوب😢😢,triste
"تكوينا في فقدان صلاح الدين الغالي  رحمه الله تعالى برحمته الواسعة 
 وجعل الله له الموت راحة من كل شر.. ونوّر الله قبره ورزقه الله الجنة بغير سابق عداب 
اعزي نفسي والمغاربة واهل فقيدنا .. اعظم الله اجركم وانا لله وانا اليه راجعون",triste
الله ارحمو مسكين,triste
الله يرحمو يا ربي و جعلو من اهل الجنة اول شخص كنبكي عليه بحرقة وانا كنشوفو غي في التلفازة 😭😭😭,triste
الله يرحمو نهار كلو أنا كنبكي تحرقنا عليه ربي يرحمو يوسع ديقة القبور 😭😭😭😭😭😭😭😭😭😭😭,triste
هاد التلميذة كانت مزعوطة مسكينة الله ايصبرها,triste
لا نقول إلا ما يرضي الله..لله ما أعطى ولله ما أخد إنا لله وإنا إليه راجعون 😥😥😥😥,triste
😭😭😭😭😭,triste
الله يرحمه و يسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان إنا لله وإنا إليه راجعون,triste
😢😢😢😢😢😢,triste
😭😭😭😭😭😭😭😭😭😭😭🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🙏🙏🙏🙏🙏🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲,triste
😭😭😭😭😭😭💔💔💔💔,triste
صلاح الدين الغماري لا زلت حيا وستبقى فئ قلوبنا وذاكرتنا رحمك الله ونعم الاعلامي كنتمنى يكون عبرة للاخرين ان ينهجوا طريقه  مات في الجمعة والكل بكى عليه  سبحان الله لله ما اعطى ولله ما اخذ,triste
الله يرحمها روح اللهم ألهم أهله الصبر والسلوان كما نقول :ماشي خسارة ف الله,triste
"صلاح دين الغماري إنا لله وأنا إليه راجعون 
ستبقى في قلوبنا يا فخر لبلاد الله يرحمك ويجعل متواك لجنة والله 2020 اخد منا اعز الناس للأسف😭",triste
😭😭😭😭😭😭الله يرحمه يارب,triste
😭😭😭😭😭😭😭😭,triste
😭😭😭😭,triste
عززعلينا صلاح الدين ولكن دنيا هيا هدي   بقافيا بزاف ولله شعور ديلي انا بقيت تنبكي بزاف,triste
"تبارك الله عليه كان مهلي فراسو فعمره 52 وكيبان مازال شاب الله يرحمه
وبصراحة كنشوف سبب نجاحه هو الدعم ديال الزوجة ديالو كون كانت مغربية متدعموش  المراة المغربية عدوة نجاح الرجل  مكتبغيش الرجل ينجح حيت الرجل المغربي إلى نجح يبدلها",triste
"وكأن كورونا خلقت  ليؤرخ هذا الرجل في قلوب المغاربة 
كم هو جميل أن تموت ويقال عنك : رحل الرجل الطيب 😭
نسأل الله له الرحمة والمغفرة ولمحبيه الصبر والسلوان",triste
الله يرحمه و يصبر أهله,triste
الله ارحمو ووسع عليه دقة لقبور😓😓😓,triste
الله يرحمك يا صلاح الدين الغماري لشاف تعليق ديالي ادعي معاه والله الى تصدمنا 😭,triste
فقت على الخبر وفالغربة وبكيت بزاف بحال مات ليا خويا الله يرحمك ويجعلك من اهل الجنة ياربي انا حامل بولد ان شاء الله نسميه صلاح الدين,triste
"الله يرحمو
تصدمنا بزاف فعلا تعجز الكلمات عن التعبير ، لقد حزنا كتيرا لفقدانك بكينا عليك ومازال ممصدقينش انك رحلت بهده السرعة ولن نراك في التلفاز 😭😭😭😭😭😭😭😭",triste
الله يرحمه يوسع ليه🤲🤲🤲😭😭😭,triste
إن لله وإنا إليه راجعون 😢😢😢,triste
اننا لمحزونون على فراق صحفي وإعلامي  متمكن مثقف خلوق طالما كنا نفتخر بك ولازلنا ابن مدينتي التي انجبت العلماء والأدباء ورواد السلطة الرابعة رحمك الله غادرنا بدون سابق إنذار عيوننا تمطر سماء مكناس حزينة الله يصبر اسرته و يصبرنا كاملين لأنه كان بمثابة فرد من الأسرة,triste
